origin,destination,year,students
Costa Rica,Italy,2017,55
Costa Rica,Italy,2018,67
Costa Rica,Italy,2019,53
Costa Rica,Italy,2020,56
Costa Rica,Italy,2021,73
Cuba,Botswana,2021,1
unknown countries,United Kingdom,2017,39
unknown countries,United Kingdom,2018,56
unknown countries,United Kingdom,2019,68
unknown countries,United Kingdom,2020,58
unknown countries,United Kingdom,2021,63
Uruguay,Luxembourg,2020,2
Uruguay,Luxembourg,2021,1
Barbados,Trinidad and Tobago,2019,132
Barbados,Trinidad and Tobago,2021,146
El Salvador,Malaysia,2017,1
El Salvador,Malaysia,2019,1
El Salvador,Malaysia,2020,1
Paraguay,Spain,2017,559
Paraguay,Spain,2018,415
Paraguay,Spain,2019,423
Paraguay,Spain,2020,438
Paraguay,Spain,2021,423
Uruguay,Saudi Arabia,2017,5
Uruguay,Saudi Arabia,2018,5
Costa Rica,Romania,2019,2
Costa Rica,Romania,2020,22
Costa Rica,Romania,2021,4
Nicaragua,Australia,2019,8
Nicaragua,Australia,2020,5
Nicaragua,Australia,2021,8
Nicaragua,Cuba,2017,119
Nicaragua,Cuba,2018,67
Nicaragua,Cuba,2019,47
Nicaragua,Cuba,2020,22
Nicaragua,Cuba,2021,8
Argentina,Poland,2017,7
Argentina,Poland,2018,7
Argentina,Poland,2019,12
Argentina,Poland,2020,15
Argentina,Poland,2021,17
Paraguay,Brazil,2017,1232
Paraguay,Brazil,2018,1255
Paraguay,Brazil,2019,1331
Paraguay,Brazil,2020,1332
Paraguay,Brazil,2021,1147
El Salvador,Belarus,2019,1
El Salvador,Belarus,2020,1
El Salvador,Belarus,2021,1
Trinidad and Tobago,United States of America,2017,1375.64411
Trinidad and Tobago,United States of America,2018,1318.11327
Trinidad and Tobago,United States of America,2020,1294.45488
Trinidad and Tobago,United States of America,2021,1162.94522
Guyana,Japan,2017,2
Guyana,Japan,2018,2
Guyana,Japan,2019,3
Guyana,Japan,2020,5
Guyana,Japan,2021,3
Cuba,Ghana,2019,1
Cuba,Ghana,2020,3
Dominican Republic,Denmark,2017,1
Dominican Republic,Denmark,2018,2
Dominican Republic,Denmark,2019,2
Dominican Republic,Denmark,2020,2
Dominican Republic,Denmark,2021,2
Cuba,Morocco,2019,2
Haiti,Luxembourg,2020,1
Haiti,Luxembourg,2021,1
United States,Netherlands,2017,938
United States,Netherlands,2018,1213
United States,Netherlands,2019,1254
Bahamas,France,2018,5
Bahamas,France,2019,2
Bahamas,France,2020,4
Bahamas,France,2021,3
Bolivarian Republic of Venezuela,Panama,2019,771
Bolivarian Republic of Venezuela,Panama,2020,1321
Bolivarian Republic of Venezuela,Panama,2021,1190
Belize,Honduras,2017,16
Belize,Honduras,2018,15
Belize,Honduras,2019,16
El Salvador,South Korea,2017,22
El Salvador,South Korea,2018,23
El Salvador,South Korea,2019,22
El Salvador,South Korea,2020,18
El Salvador,South Korea,2021,22
Saint Kitts and Nevis,Denmark,2017,2
Colombia,Cuba,2017,53
Colombia,Cuba,2018,31
Colombia,Cuba,2019,205
Colombia,Cuba,2020,375
Colombia,Cuba,2021,503
Chile,Italy,2017,231
Chile,Italy,2018,260
Chile,Italy,2019,189
Chile,Italy,2020,183
Chile,Italy,2021,249
Panama,Hungary,2017,2
Panama,Hungary,2018,1
Panama,Hungary,2020,2
Panama,Hungary,2021,4
Saint Lucia,Malaysia,2019,1
Saint Vincent and Grenadines,South Africa,2019,1
Saint Vincent and Grenadines,South Africa,2020,1
Chile,Romania,2017,6
Chile,Romania,2018,5
Chile,Romania,2019,4
Chile,Romania,2020,5
Chile,Romania,2021,5
Bolivarian Republic of Venezuela,Canada,2017,801
Bolivarian Republic of Venezuela,Canada,2018,854.00251
Bolivarian Republic of Venezuela,Canada,2019,606
Bolivarian Republic of Venezuela,Canada,2020,486
Bolivarian Republic of Venezuela,Canada,2021,360
Brazil,Malta,2017,4
Brazil,Malta,2018,9
Brazil,Malta,2019,12
Brazil,Malta,2020,15
Brazil,Malta,2021,21
Guatemala,United States of America,2017,1276.34153
Guatemala,United States of America,2018,1276.05398
Guatemala,United States of America,2020,1243.57765
Guatemala,United States of America,2021,1172.42365
Honduras,Lithuania,2017,1
Honduras,Lithuania,2018,5
Honduras,Lithuania,2019,5
Honduras,Lithuania,2020,4
Honduras,Lithuania,2021,5
Colombia,Australia,2017,3773
Colombia,Australia,2018,4809
Colombia,Australia,2019,5930
Colombia,Australia,2020,6853
Colombia,Australia,2021,7038
Ecuador,Azerbaijan,2019,1
Ecuador,Azerbaijan,2020,2
Ecuador,Azerbaijan,2021,1
British Virgin Islands,Croatia,2019,1
Mexico,Morocco,2017,1
Mexico,Morocco,2019,2
Mexico,Morocco,2020,1
Mexico,Morocco,2021,3
Aruba,Thailand,2020,1
Plurinational State of Bolivia,Germany,2017,217
Plurinational State of Bolivia,Germany,2018,321
Plurinational State of Bolivia,Germany,2019,354
Plurinational State of Bolivia,Germany,2020,425
Plurinational State of Bolivia,Germany,2021,458
Chile,Hong Kong,2017,2.2
Chile,Hong Kong,2018,2
Chile,Hong Kong,2019,2
Chile,Hong Kong,2020,4
Chile,Hong Kong,2021,5
Canada,Ghana,2017,11
Canada,Ghana,2018,7
Canada,Ghana,2019,8
Canada,Ghana,2020,10
Canada,Ghana,2021,2
Dominica,Netherlands,2017,2
Dominica,Netherlands,2018,3
Dominica,Netherlands,2019,1
Argentina,Jordan,2021,2
Ecuador,Türkiye,2017,4
Ecuador,Türkiye,2018,4
Ecuador,Türkiye,2019,9
Ecuador,Türkiye,2020,12
Ecuador,Türkiye,2021,13
Guyana,Chile,2020,3
Guyana,Chile,2021,3
Dominica,Saint Lucia,2017,25
Dominica,Saint Lucia,2020,45
Jamaica,Poland,2017,6
Jamaica,Poland,2018,5
Jamaica,Poland,2019,3
Jamaica,Poland,2020,6
Jamaica,Poland,2021,9
Peru,New Zealand,2017,22
Peru,New Zealand,2018,23
Peru,New Zealand,2019,24
Peru,New Zealand,2020,23.36176
Peru,New Zealand,2021,21.73042
Cuba,Ukraine,2017,4
Cuba,Ukraine,2018,2
Cuba,Ukraine,2019,1
Cuba,Ukraine,2020,1
Cuba,Ukraine,2021,1
Saint Lucia,Spain,2020,1
Saint Lucia,Spain,2021,1
Haiti,Saudi Arabia,2019,2
Haiti,Saudi Arabia,2020,4
Haiti,Saudi Arabia,2021,4
Belize,Jordan,2021,3
Chile,Croatia,2017,3
Chile,Croatia,2018,5
Chile,Croatia,2019,3
Chile,Croatia,2020,4
Chile,Croatia,2021,2
Colombia,Belarus,2017,1
Colombia,Belarus,2019,1
Colombia,Belarus,2020,3
Colombia,Belarus,2021,1
Brazil,Ireland,2017,162
Brazil,Ireland,2018,189
Brazil,Ireland,2019,245
Brazil,Ireland,2020,266
Brazil,Ireland,2021,236
Chile,Denmark,2017,38
Chile,Denmark,2018,50
Chile,Denmark,2019,48
Chile,Denmark,2020,39
Chile,Denmark,2021,47
Costa Rica,Türkiye,2017,2
Costa Rica,Türkiye,2018,1
Costa Rica,Türkiye,2019,2
Costa Rica,Türkiye,2020,1
Costa Rica,Türkiye,2021,3
Haiti,France,2017,1124
Haiti,France,2018,1150
Haiti,France,2019,1444
Haiti,France,2020,1685
Haiti,France,2021,2090
Mexico,Georgia,2018,1
Mexico,Georgia,2019,1
Mexico,Georgia,2020,1
Mexico,Georgia,2021,1
Canada,Morocco,2017,18
Canada,Morocco,2018,13
Canada,Morocco,2019,18
Canada,Morocco,2020,16
Canada,Morocco,2021,19
Haiti,Spain,2017,17
Haiti,Spain,2018,30
Haiti,Spain,2019,32
Haiti,Spain,2020,44
Haiti,Spain,2021,53
Panama,Czechia,2017,20
Panama,Czechia,2018,19
Panama,Czechia,2019,17
Panama,Czechia,2020,15
Panama,Czechia,2021,13
Saint Lucia,South Korea,2019,1
Saint Lucia,South Korea,2020,1
Saint Lucia,South Korea,2021,2
Cuba,India,2017,1
Colombia,Slovakia,2021,1
Jamaica,Bulgaria,2017,1
Jamaica,Bulgaria,2018,2
Jamaica,Bulgaria,2019,2
Jamaica,Bulgaria,2020,2
Jamaica,Bulgaria,2021,2
Mexico,Kazakhstan,2017,2
Mexico,Kazakhstan,2019,2
Mexico,Kazakhstan,2020,1
Canada,Germany,2017,917
Canada,Germany,2018,1217
Canada,Germany,2019,1266
Canada,Germany,2020,1411
Canada,Germany,2021,1252
Guatemala,Honduras,2017,263
Guatemala,Honduras,2018,234
Guatemala,Honduras,2019,219
Bahamas,Spain,2017,5
Bahamas,Spain,2018,8
Bahamas,Spain,2019,7
Bahamas,Spain,2020,4
Bahamas,Spain,2021,1
United States,Austria,2017,705.04524
United States,Austria,2018,731.84286
United States,Austria,2019,789.81249
United States,Austria,2020,820.45843
United States,Austria,2021,914.45428
Canada,Chile,2017,2
Canada,Chile,2018,2
Canada,Chile,2019,4
Canada,Chile,2020,2
Canada,Chile,2021,9
Dominican Republic,Japan,2017,16
Dominican Republic,Japan,2018,21
Dominican Republic,Japan,2019,15
Dominican Republic,Japan,2020,11
Dominican Republic,Japan,2021,10
El Salvador,Brazil,2017,56
El Salvador,Brazil,2018,60
El Salvador,Brazil,2019,55
El Salvador,Brazil,2020,60
El Salvador,Brazil,2021,57
Guatemala,Russia,2017,4
Guatemala,Russia,2018,5
Guatemala,Russia,2019,5
Guatemala,Russia,2020,50
Guatemala,Russia,2021,62
Trinidad and Tobago,Honduras,2017,2
Trinidad and Tobago,Honduras,2018,3
Trinidad and Tobago,Honduras,2019,2
Ecuador,Czechia,2017,12
Ecuador,Czechia,2018,19
Ecuador,Czechia,2019,17
Ecuador,Czechia,2020,23
Ecuador,Czechia,2021,24
Brazil,North Macedonia,2018,1
Brazil,North Macedonia,2019,2
Brazil,North Macedonia,2020,1
Brazil,North Macedonia,2021,1
Chile,Slovenia,2017,1
Chile,Slovenia,2018,2
Chile,Slovenia,2019,1
Chile,Slovenia,2020,1
Chile,Slovenia,2021,2
British Virgin Islands,Georgia,2020,24
British Virgin Islands,Georgia,2021,36
Canada,India,2017,836
Canada,India,2018,305
Canada,India,2019,527
Canada,India,2020,683
Canada,India,2021,238
Guatemala,Finland,2017,5
Guatemala,Finland,2018,4
Guatemala,Finland,2019,2
Guatemala,Finland,2020,3
Guatemala,Finland,2021,7
Nicaragua,El Salvador,2017,79
Nicaragua,El Salvador,2018,92
Nicaragua,El Salvador,2019,70
Nicaragua,El Salvador,2020,72
United States,Saint Lucia,2017,72
United States,Saint Lucia,2018,28
United States,Saint Lucia,2019,10
United States,Saint Lucia,2020,4
Chile,Portugal,2017,24
Chile,Portugal,2018,25
Chile,Portugal,2019,40
Chile,Portugal,2020,46
Chile,Portugal,2021,54
Colombia,Cabo Verde,2017,1
Colombia,Cabo Verde,2018,1
Peru,Trinidad and Tobago,2019,1
Peru,Trinidad and Tobago,2021,1
Guyana,Russia,2017,3
Guyana,Russia,2018,4
Guyana,Russia,2019,2
Guyana,Russia,2020,15
Guyana,Russia,2021,14
Costa Rica,Hong Kong,2020,1
Costa Rica,Hong Kong,2021,1
Canada,Australia,2017,2660
Canada,Australia,2018,2845
Canada,Australia,2019,3057
Canada,Australia,2020,2696
Canada,Australia,2021,2312
Dominican Republic,Portugal,2017,6
Dominican Republic,Portugal,2018,9
Dominican Republic,Portugal,2019,8
Dominican Republic,Portugal,2020,11
Dominican Republic,Portugal,2021,4
United States,Azerbaijan,2017,7
United States,Azerbaijan,2018,21
United States,Azerbaijan,2019,9
United States,Azerbaijan,2020,4
United States,Azerbaijan,2021,5
Nicaragua,Slovakia,2017,1
Nicaragua,Slovakia,2018,1
Nicaragua,Slovakia,2019,1
Dominica,Austria,2017,4
Dominica,Austria,2018,6.5
Dominica,Austria,2019,6
Dominica,Austria,2020,4.5
Dominica,Austria,2021,2
Bolivarian Republic of Venezuela,Grenada,2017,6
Bolivarian Republic of Venezuela,Grenada,2018,6
Bahamas,Saudi Arabia,2019,13
Bahamas,Saudi Arabia,2020,13
Bahamas,Saudi Arabia,2021,1
Colombia,Ukraine,2017,6
Colombia,Ukraine,2018,9
Colombia,Ukraine,2019,13
Colombia,Ukraine,2020,13
Colombia,Ukraine,2021,12
Peru,United Kingdom,2017,401
Peru,United Kingdom,2018,480
Peru,United Kingdom,2019,492
Peru,United Kingdom,2020,612
Peru,United Kingdom,2021,600
Uruguay,Liechtenstein,2020,1
Uruguay,Liechtenstein,2021,1
British Virgin Islands,Kazakhstan,2019,3
Paraguay,South Korea,2017,24
Paraguay,South Korea,2018,19
Paraguay,South Korea,2019,23
Paraguay,South Korea,2020,25
Paraguay,South Korea,2021,30
Guatemala,Estonia,2017,2
Guatemala,Estonia,2018,3
Guatemala,Estonia,2019,1
Guatemala,Estonia,2020,3
Guatemala,Estonia,2021,2
Chile,Latvia,2021,1
Saint Lucia,Brazil,2017,2
Saint Lucia,Brazil,2018,2
Saint Lucia,Brazil,2019,3
Saint Lucia,Brazil,2020,4
Saint Lucia,Brazil,2021,2
Bolivarian Republic of Venezuela,Norway,2017,28
Bolivarian Republic of Venezuela,Norway,2018,36
Bolivarian Republic of Venezuela,Norway,2019,27
Bolivarian Republic of Venezuela,Norway,2020,28
Bolivarian Republic of Venezuela,Norway,2021,28
Antigua and Barbuda,South Africa,2017,1
Antigua and Barbuda,South Africa,2018,1
Trinidad and Tobago,Finland,2017,2
Trinidad and Tobago,Finland,2018,2
Trinidad and Tobago,Finland,2019,3
Trinidad and Tobago,Finland,2020,5
Trinidad and Tobago,Finland,2021,7
United States,Tajikistan,2017,2
Colombia,El Salvador,2017,32
Colombia,El Salvador,2018,48
Colombia,El Salvador,2019,31
Colombia,El Salvador,2020,20
Suriname,Serbia,2019,6
Suriname,Serbia,2020,17
Suriname,Serbia,2021,41
Barbados,Sweden,2017,1
Barbados,Sweden,2018,2
Barbados,Sweden,2019,2
Barbados,Sweden,2020,1.99299
Jamaica,Argentina,2017,13
Jamaica,Argentina,2018,6
Jamaica,Argentina,2019,12
Jamaica,Argentina,2020,17
Jamaica,Argentina,2021,10
Guyana,Ghana,2020,3
Guyana,Ghana,2021,5
Aruba,Canada,2017,6
Aruba,Canada,2018,6.42284
Aruba,Canada,2019,36
Aruba,Canada,2020,30
Aruba,Canada,2021,30
Panama,Spain,2017,292
Panama,Spain,2018,411
Panama,Spain,2019,474
Panama,Spain,2020,554
Panama,Spain,2021,538
United States,Lao People's Democratic Republic,2018,1
Dominican Republic,Iceland,2017,2
Dominican Republic,Iceland,2018,1
Dominican Republic,Iceland,2019,1
Paraguay,Netherlands,2017,5
Paraguay,Netherlands,2018,5
Paraguay,Netherlands,2019,4
Barbados,Germany,2017,4
Barbados,Germany,2018,7
Barbados,Germany,2019,10
Barbados,Germany,2020,11
Barbados,Germany,2021,9
Costa Rica,Georgia,2020,1
Costa Rica,Georgia,2021,1
Costa Rica,Croatia,2021,1
Jamaica,Rwanda,2018,1
Argentina,Malaysia,2019,2
Argentina,Malaysia,2020,2
Argentina,Malaysia,2021,3
Ecuador,Italy,2017,1656
Ecuador,Italy,2018,1808
Ecuador,Italy,2019,230
Ecuador,Italy,2020,225
Ecuador,Italy,2021,575
Jamaica,Serbia,2017,5
Jamaica,Serbia,2018,6
Jamaica,Serbia,2019,5
Jamaica,Serbia,2020,5
Jamaica,Serbia,2021,7
Paraguay,Malta,2017,1
Paraguay,Malta,2020,1
Paraguay,Malta,2021,1
Barbados,Cuba,2017,13
Barbados,Cuba,2018,13
Barbados,Cuba,2019,13
Barbados,Cuba,2020,11
Barbados,Cuba,2021,11
Dominica,Colombia,2017,2
Dominica,Colombia,2020,1
Dominica,Colombia,2021,2
Haiti,Hungary,2017,1
Haiti,Hungary,2018,1
Haiti,Hungary,2019,3
Suriname,Ireland,2021,1
Mexico,Belgium,2017,113
Mexico,Belgium,2018,50
Mexico,Belgium,2019,130
Mexico,Belgium,2020,168
Mexico,Belgium,2021,158
Nicaragua,Russia,2017,3
Nicaragua,Russia,2018,1
Nicaragua,Russia,2019,3
Nicaragua,Russia,2020,7
Nicaragua,Russia,2021,9
Colombia,Switzerland,2017,325
Colombia,Switzerland,2018,338
Colombia,Switzerland,2019,358
Colombia,Switzerland,2020,360
Colombia,Switzerland,2021,389
Saint Kitts and Nevis,Sint Maarten (Dutch part),2017,1
Brazil,Cyprus,2017,4
Brazil,Cyprus,2019,4
Brazil,Cyprus,2020,5
Brazil,Cyprus,2021,3
Uruguay,Slovenia,2017,1
Uruguay,Slovenia,2018,1
Belize,Argentina,2017,2
Belize,Argentina,2018,1
Belize,Argentina,2019,2
Belize,Argentina,2020,1
Belize,Argentina,2021,1
Guatemala,Canada,2017,54
Guatemala,Canada,2018,58.99522
Guatemala,Canada,2019,57
Guatemala,Canada,2020,72
Guatemala,Canada,2021,66
Argentina,Türkiye,2017,3
Argentina,Türkiye,2018,5
Argentina,Türkiye,2019,3
Argentina,Türkiye,2020,4
Argentina,Türkiye,2021,3
Chile,New Zealand,2017,82.2013
Chile,New Zealand,2018,73.95636
Chile,New Zealand,2019,85.7746
Chile,New Zealand,2020,89.19543
Chile,New Zealand,2021,101
United States,North Macedonia,2017,2
United States,North Macedonia,2018,4
United States,North Macedonia,2019,6
United States,North Macedonia,2020,4
United States,North Macedonia,2021,9
Suriname,Malaysia,2019,3
Suriname,Malaysia,2020,4
Suriname,Malaysia,2021,2
Costa Rica,New Zealand,2017,5
Costa Rica,New Zealand,2018,9
Costa Rica,New Zealand,2019,8
Costa Rica,New Zealand,2020,6
Costa Rica,New Zealand,2021,5
Honduras,Germany,2017,86
Honduras,Germany,2018,95
Honduras,Germany,2019,104
Honduras,Germany,2020,123
Honduras,Germany,2021,124
Brazil,Thailand,2020,5
Jamaica,Türkiye,2017,2
Jamaica,Türkiye,2018,1
Jamaica,Türkiye,2019,1
Jamaica,Türkiye,2020,1
Colombia,Grenada,2017,2
Colombia,Grenada,2018,1
Ecuador,Iran,2019,1
Ecuador,Iran,2020,1
Peru,Denmark,2017,19
Peru,Denmark,2018,24
Peru,Denmark,2019,31
Peru,Denmark,2020,31
Peru,Denmark,2021,28
Dominica,Spain,2017,13
Dominica,Spain,2018,12
Dominica,Spain,2019,20
Dominica,Spain,2020,17
Dominica,Spain,2021,11
Dominican Republic,India,2017,1
Dominican Republic,India,2018,4
Dominican Republic,India,2019,4
Dominican Republic,India,2021,2
Antigua and Barbuda,Colombia,2018,2
El Salvador,Greece,2017,2
Uruguay,Hungary,2017,2
Uruguay,Hungary,2018,6
Uruguay,Hungary,2019,3
Uruguay,Hungary,2020,7
Uruguay,Hungary,2021,1
Plurinational State of Bolivia,Belgium,2017,47
Plurinational State of Bolivia,Belgium,2018,28
Plurinational State of Bolivia,Belgium,2019,35
Plurinational State of Bolivia,Belgium,2020,41
Plurinational State of Bolivia,Belgium,2021,45
Trinidad and Tobago,Canada,2017,363
Trinidad and Tobago,Canada,2018,390.68569
Trinidad and Tobago,Canada,2019,450
Trinidad and Tobago,Canada,2020,558
Trinidad and Tobago,Canada,2021,588
United States,Spain,2017,1220
United States,Spain,2018,1665
United States,Spain,2019,1829
United States,Spain,2020,1892
United States,Spain,2021,1800
Bahamas,Austria,2017,1
Bahamas,Austria,2021,1
Nicaragua,Switzerland,2017,5
Nicaragua,Switzerland,2018,7
Nicaragua,Switzerland,2019,5
Nicaragua,Switzerland,2020,6
Nicaragua,Switzerland,2021,6
Guyana,Morocco,2017,2
Guyana,Morocco,2018,2
Guyana,Morocco,2019,3
Guyana,Morocco,2020,1
Guyana,Morocco,2021,1
Plurinational State of Bolivia,Andorra,2017,5
Plurinational State of Bolivia,Andorra,2018,6
Plurinational State of Bolivia,Andorra,2019,1
Plurinational State of Bolivia,Andorra,2020,1
Plurinational State of Bolivia,Andorra,2021,2
Canada,Monaco,2020,4
Canada,Monaco,2021,3
Costa Rica,South Africa,2017,2
Costa Rica,South Africa,2018,2
Costa Rica,South Africa,2019,2
Costa Rica,South Africa,2020,2
Costa Rica,South Africa,2021,2
Cuba,Vietnam,2021,1
Saint Lucia,Netherlands,2017,1
Saint Lucia,Netherlands,2018,1
Saint Lucia,Netherlands,2019,1
Cuba,Costa Rica,2017,30
Cuba,Costa Rica,2018,27
Cuba,Costa Rica,2019,22
Cuba,Costa Rica,2020,13
Honduras,Australia,2020,9
Honduras,Australia,2021,15
Brazil,Mozambique,2017,48
Brazil,Mozambique,2018,108
Canada,Mexico,2017,226
Canada,Mexico,2018,60
Canada,Mexico,2019,144
Canada,Mexico,2020,2184
Canada,Mexico,2021,883
Honduras,Cuba,2017,47
Honduras,Cuba,2018,24
Honduras,Cuba,2019,6
Honduras,Cuba,2020,37
Honduras,Cuba,2021,29
unknown countries,Kazakhstan,2017,2
Uruguay,Belgium,2017,8
Uruguay,Belgium,2018,10
Uruguay,Belgium,2019,9
Uruguay,Belgium,2020,14
Uruguay,Belgium,2021,11
Bolivarian Republic of Venezuela,El Salvador,2017,11
Bolivarian Republic of Venezuela,El Salvador,2018,18
Bolivarian Republic of Venezuela,El Salvador,2019,14
Bolivarian Republic of Venezuela,El Salvador,2020,14
Nicaragua,Grenada,2017,1
Nicaragua,Grenada,2018,1
Guatemala,Ghana,2018,1
Guatemala,Ghana,2021,2
Brazil,United States of America,2017,12357.16572
Brazil,United States of America,2018,14012.50968
Brazil,United States of America,2020,16086.33492
Brazil,United States of America,2021,13963.62052
Colombia,Russia,2017,264
Colombia,Russia,2018,322
Colombia,Russia,2019,472
Colombia,Russia,2020,1148
Colombia,Russia,2021,1188
Guatemala,Dominican Republic,2017,17
Guatemala,Dominican Republic,2020,28
Guatemala,Dominican Republic,2021,31
Saint Kitts and Nevis,India,2021,1
United States,Cyprus,2017,13
United States,Cyprus,2018,13
United States,Cyprus,2019,22
United States,Cyprus,2020,22
United States,Cyprus,2021,37
Guyana,United Kingdom,2017,90
Guyana,United Kingdom,2018,81
Guyana,United Kingdom,2019,99
Guyana,United Kingdom,2020,117
Guyana,United Kingdom,2021,99
Nicaragua,Andorra,2018,1
Nicaragua,Andorra,2019,1
Nicaragua,Andorra,2020,1
Nicaragua,Andorra,2021,1
Trinidad and Tobago,Norway,2017,1
Trinidad and Tobago,Norway,2018,2
Trinidad and Tobago,Norway,2019,1
Trinidad and Tobago,Norway,2021,1
Chile,Kazakhstan,2017,1
Chile,Kazakhstan,2019,1
Bahamas,Azerbaijan,2017,2
Bahamas,Azerbaijan,2018,3
Bahamas,Azerbaijan,2019,1
Jamaica,Ireland,2018,2
Jamaica,Ireland,2019,6
Jamaica,Ireland,2020,9
Jamaica,Ireland,2021,5
Mexico,Monaco,2020,3
Mexico,Monaco,2021,3
Chile,Georgia,2017,1
Chile,Georgia,2018,1
Barbados,Qatar,2017,1
El Salvador,Switzerland,2017,16
El Salvador,Switzerland,2018,22
El Salvador,Switzerland,2019,20
El Salvador,Switzerland,2020,19
El Salvador,Switzerland,2021,18
Guatemala,Guatemala,2019,19
Mexico,Latvia,2017,3
Mexico,Latvia,2018,10
Mexico,Latvia,2019,5
Mexico,Latvia,2020,9
Mexico,Latvia,2021,8
United States,Brazil,2017,638
United States,Brazil,2018,641
United States,Brazil,2019,679
United States,Brazil,2020,743
United States,Brazil,2021,803
Canada,Russia,2017,26
Canada,Russia,2018,30
Canada,Russia,2019,31
Canada,Russia,2020,44
Canada,Russia,2021,54
Haiti,Austria,2017,1
Haiti,Austria,2018,1
Haiti,Austria,2019,1
Haiti,Austria,2020,1
Barbados,Lithuania,2017,1
Barbados,Lithuania,2018,1
Barbados,Lithuania,2019,1
Ecuador,Liechtenstein,2017,1
Ecuador,Liechtenstein,2018,1
Ecuador,Liechtenstein,2019,1
Ecuador,Liechtenstein,2020,1
Ecuador,Liechtenstein,2021,1
Trinidad and Tobago,Bahrain,2017,2
Trinidad and Tobago,Bahrain,2018,1
Trinidad and Tobago,Bahrain,2019,1
Guyana,Iceland,2020,1
Guyana,Iceland,2021,1
Canada,Ukraine,2017,61
Canada,Ukraine,2018,44
Canada,Ukraine,2019,44
Canada,Ukraine,2020,52
Canada,Ukraine,2021,56
Saint Kitts and Nevis,Morocco,2019,1
Belize,Poland,2018,1
Belize,Poland,2019,1
Belize,Poland,2020,1
Belize,Poland,2021,1
Suriname,Canada,2017,12
Suriname,Canada,2018,16.09042
Suriname,Canada,2019,12
Suriname,Canada,2020,12
Suriname,Canada,2021,12
El Salvador,Estonia,2017,1
El Salvador,Estonia,2019,2
El Salvador,Estonia,2020,3
El Salvador,Estonia,2021,2
United States,Malta,2017,43
United States,Malta,2018,57
United States,Malta,2019,51
United States,Malta,2020,75
United States,Malta,2021,68
Belize,Malaysia,2019,2
Belize,Malaysia,2020,1
Brazil,Finland,2017,155
Brazil,Finland,2018,170
Brazil,Finland,2019,170
Brazil,Finland,2020,179
Brazil,Finland,2021,200
Mexico,Romania,2017,13
Mexico,Romania,2018,9
Mexico,Romania,2019,7
Mexico,Romania,2020,11
Mexico,Romania,2021,12
United States,South Korea,2017,1190
United States,South Korea,2018,1102
United States,South Korea,2019,1026
United States,South Korea,2020,945
United States,South Korea,2021,975
Argentina,Saudi Arabia,2019,1
Argentina,Saudi Arabia,2020,3
Argentina,Saudi Arabia,2021,2
Bahamas,Bulgaria,2019,1
Bahamas,Bulgaria,2020,1
Bahamas,Bulgaria,2021,1
Belize,Ireland,2021,2
El Salvador,Netherlands,2017,5
El Salvador,Netherlands,2018,7
El Salvador,Netherlands,2019,11
Saint Lucia,Austria,2017,2
Saint Lucia,Austria,2018,2
Saint Lucia,Austria,2019,2
Saint Lucia,Austria,2020,2
Saint Lucia,Austria,2021,2
unknown countries,Morocco,2018,3
Brazil,Belarus,2017,1
Brazil,Belarus,2018,1
Brazil,Belarus,2019,1
Brazil,Belarus,2020,1
Brazil,Belarus,2021,3
Cuba,Andorra,2021,1
Ecuador,Colombia,2017,531
Ecuador,Colombia,2018,566
Ecuador,Colombia,2019,634
Ecuador,Colombia,2020,562
Ecuador,Colombia,2021,532
Bolivarian Republic of Venezuela,Finland,2017,21
Bolivarian Republic of Venezuela,Finland,2018,19
Bolivarian Republic of Venezuela,Finland,2019,14
Bolivarian Republic of Venezuela,Finland,2020,15
Bolivarian Republic of Venezuela,Finland,2021,19
Saint Kitts and Nevis,United Kingdom,2017,23
Saint Kitts and Nevis,United Kingdom,2018,25
Saint Kitts and Nevis,United Kingdom,2019,26
Saint Kitts and Nevis,United Kingdom,2020,27
Saint Kitts and Nevis,United Kingdom,2021,43
Dominica,Brazil,2017,3
Dominica,Brazil,2018,3
Dominica,Brazil,2019,7
Dominica,Brazil,2020,7
Dominica,Brazil,2021,8
Dominica,France,2017,44
Dominica,France,2018,30
Dominica,France,2021,148
El Salvador,Honduras,2017,200
El Salvador,Honduras,2018,208
El Salvador,Honduras,2019,190
Trinidad and Tobago,Ireland,2017,78
Trinidad and Tobago,Ireland,2018,71
Trinidad and Tobago,Ireland,2019,87
Trinidad and Tobago,Ireland,2020,90
Trinidad and Tobago,Ireland,2021,85
Plurinational State of Bolivia,Sweden,2017,70
