JobID,CompanyID,JobTitle,ApplicationDeadline,Salary,WorkingLocation,SpecializationID,ExperienceRequirement,WorkingFormat,ScopeOfWork,Benefits
529,383,Marketing Manager,2026-06-12 23:59:59,421.57,Quangang,12,Senior,Remote,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
530,790,Registered Nurse,2026-06-13 23:59:59,465.82,Rossosh’,3,Junior,Hybrid,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
531,753,Compensation Analyst,2026-06-14 23:59:59,373.56,Dawang,14,Internship,On-site,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
532,884,VP Marketing,2026-06-15 23:59:59,355.53,Jiayi,11,Entry level,On-site,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
533,678,Community Outreach Specialist,2026-06-16 23:59:59,243.4,Krajan Jamprong,37,Entry level,On-site,Fusce consequat. Nulla nisl. Nunc nisl.,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
534,295,Help Desk Operator,2026-06-17 23:59:59,438.69,Malaga,21,Entry level,Remote,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
535,836,Research Nurse,2026-06-18 23:59:59,125.74,Fonte de Angeão,25,Junior,On-site,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
536,408,Nurse Practicioner,2026-06-19 23:59:59,278.38,Norsborg,5,Junior,Hybrid,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
537,312,Technical Writer,2026-06-20 23:59:59,127.09,Stenungsund,5,Entry level,Hybrid,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
538,713,Account Executive,2026-06-21 23:59:59,299.94,Yujing,45,Mid-level,On-site,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
539,711,Help Desk Technician,2026-06-22 23:59:59,357.69,Åhus,17,Senior,Hybrid,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.","Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
540,416,Structural Analysis Engineer,2026-06-23 23:59:59,443.44,Póvoa de Penela,4,Internship,On-site,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
541,729,Office Assistant I,2026-06-24 23:59:59,441.17,Xiaozhen,7,Senior,Hybrid,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.","Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
542,866,Senior Quality Engineer,2026-06-25 23:59:59,135.52,Huaminglou,35,Mid-level,Remote,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.","Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
543,529,Financial Advisor,2026-06-26 23:59:59,407.49,Huangli,33,Internship,Hybrid,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Phasellus in felis. Donec semper sapien a libero. Nam dui.
544,440,Technical Writer,2026-06-27 23:59:59,408.74,Tuqiao,11,Senior,Hybrid,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.","Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
545,362,VP Sales,2026-06-28 23:59:59,472.88,Paccha,8,Junior,Remote,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Phasellus in felis. Donec semper sapien a libero. Nam dui.
546,693,Graphic Designer,2026-06-29 23:59:59,132.57,Rubiataba,48,Mid-level,Hybrid,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
547,143,Research Associate,2026-06-30 23:59:59,158.2,Brodnica,1,Entry level,Remote,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
548,11,Senior Cost Accountant,2026-07-01 23:59:59,320.83,Des Moines,33,Mid-level,Remote,Sed ante. Vivamus tortor. Duis mattis egestas metus.,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
549,632,Recruiter,2026-07-02 23:59:59,230.4,Batumi,45,Junior,Hybrid,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
550,53,GIS Technical Architect,2026-07-03 23:59:59,298.65,Shantoudian,43,Internship,Hybrid,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
551,711,Geological Engineer,2026-07-04 23:59:59,276.79,Severka,32,Junior,Remote,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
552,285,Nuclear Power Engineer,2026-07-05 23:59:59,263.59,Atami,46,Internship,Remote,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.","Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
553,586,Senior Editor,2026-07-06 23:59:59,394.03,Baguim do Monte,21,Mid-level,Hybrid,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
554,530,Media Manager IV,2026-07-07 23:59:59,186.09,El Paso,10,Internship,On-site,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
555,199,Financial Advisor,2026-07-08 23:59:59,353.86,Krajan Pocangan,11,Junior,Hybrid,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
556,376,Executive Secretary,2026-07-09 23:59:59,261.81,Qingzhou,28,Junior,Hybrid,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
557,61,GIS Technical Architect,2026-07-10 23:59:59,418.81,Ludishan,48,Entry level,Remote,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
558,163,Operator,2026-07-11 23:59:59,481.62,Pawłosiów,10,Internship,Hybrid,Sed ante. Vivamus tortor. Duis mattis egestas metus.,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
559,7,Environmental Specialist,2026-07-12 23:59:59,326.26,Piedrancha,16,Mid-level,Hybrid,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
560,3,Research Associate,2026-07-13 23:59:59,176.63,New Plymouth,16,Internship,On-site,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
561,173,Sales Associate,2026-07-14 23:59:59,404.03,Borlänge,13,Junior,Remote,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.","Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
562,816,Safety Technician II,2026-07-15 23:59:59,458.39,Kyshtym,16,Internship,Hybrid,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.","Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
563,621,Senior Editor,2026-07-16 23:59:59,470.9,Umunede,6,Senior,Hybrid,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.","Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
564,112,Financial Analyst,2026-07-17 23:59:59,266.35,Hetou,40,Entry level,On-site,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Sed ante. Vivamus tortor. Duis mattis egestas metus.
565,464,Associate Professor,2026-07-18 23:59:59,441.98,Martinlongo,14,Mid-level,On-site,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
566,290,Technical Writer,2026-07-19 23:59:59,227.7,Tulsa,8,Entry level,On-site,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.","Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
567,454,Quality Engineer,2026-07-20 23:59:59,272.2,Songshan,40,Internship,On-site,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.","Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
568,708,Social Worker,2026-07-21 23:59:59,371.19,Chengguan,15,Senior,Hybrid,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Phasellus in felis. Donec semper sapien a libero. Nam dui.
569,478,Project Manager,2026-07-22 23:59:59,141.5,Motala,43,Internship,Remote,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
570,391,Marketing Assistant,2026-07-23 23:59:59,346.93,Ransang,18,Entry level,Hybrid,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.","Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
571,746,Staff Accountant III,2026-07-24 23:59:59,197.04,Charleston,40,Mid-level,Hybrid,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
572,450,Human Resources Manager,2026-07-25 23:59:59,493.61,Bao’an,18,Entry level,On-site,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.","Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
573,432,Structural Engineer,2026-07-26 23:59:59,152.68,Kuala Lumpur,12,Internship,On-site,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Fusce consequat. Nulla nisl. Nunc nisl.
574,303,Staff Scientist,2026-07-27 23:59:59,300.92,Gancheng,19,Mid-level,On-site,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
575,318,Technical Writer,2026-07-28 23:59:59,365.01,Bucheon-si,4,Entry level,On-site,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
576,573,Human Resources Assistant IV,2026-07-29 23:59:59,102.81,Bojongbenteng,1,Mid-level,Remote,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
577,143,Marketing Assistant,2026-07-30 23:59:59,248.47,Baidian,24,Mid-level,On-site,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
578,227,Product Engineer,2026-07-31 23:59:59,431.43,Yeping,46,Internship,Hybrid,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.","Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
579,64,Civil Engineer,2026-08-01 23:59:59,183.46,Pingdu,34,Mid-level,On-site,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
580,684,Safety Technician I,2026-08-02 23:59:59,146.53,Punta Cana,16,Senior,On-site,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
